class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down_rh_start,0.5028404593467712,0.3109346628189087,-0.07611517608165741,0.9955343008041382,0.5034164190292358,0.29021739959716797,-0.06353246420621872,0.995890736579895,0.502726137638092,0.2887182831764221,-0.06363731622695923,0.9962459206581116,0.5019580125808716,0.2872169017791748,-0.06372944265604019,0.9969025254249573,0.5022626519203186,0.28958991169929504,-0.10247164219617844,0.9965353012084961,0.5007362961769104,0.28785908222198486,-0.10254649072885513,0.9965983033180237,0.4991692006587982,0.28622400760650635,-0.10263720154762268,0.9973165392875671,0.48698940873146057,0.2777628004550934,0.003819660982117057,0.991465151309967,0.4851439893245697,0.27823787927627563,-0.17013192176818848,0.9963722229003906,0.4945518970489502,0.3232167661190033,-0.04646029695868492,0.994703471660614,0.4924766719341278,0.32194191217422485,-0.09718667715787888,0.9969653487205505,0.43576130270957947,0.3463526964187622,0.131171315908432,0.996585488319397,0.43134769797325134,0.3504139184951782,-0.2567019462585449,0.9997972846031189,0.4238690137863159,0.46247977018356323,0.17437167465686798,0.04511195421218872,0.4254038333892822,0.4840134382247925,-0.2668253779411316,0.9445767998695374,0.43269339203834534,0.5854238867759705,0.0923105850815773,0.04671002924442291,0.4371665418148041,0.6119832396507263,-0.15184807777404785,0.7367820143699646,0.4448094666004181,0.6225085258483887,0.09238100051879883,0.05189114436507225,0.44253531098365784,0.6353569626808167,-0.17323152720928192,0.6934318542480469,0.44465383887290955,0.6101157069206238,0.06367313116788864,0.05829745903611183,0.4456285238265991,0.6315290927886963,-0.1617855727672577,0.6839486360549927,0.4402758777141571,0.6024209260940552,0.07580979913473129,0.06366237998008728,0.4422858655452728,0.6245253086090088,-0.1438085287809372,0.5962991714477539,0.3436889350414276,0.5374005436897278,0.12243092805147171,0.9946529865264893,0.3356080949306488,0.5405920147895813,-0.12221508473157883,0.9975380897521973,0.3845166265964508,0.7029850482940674,0.2154577523469925,0.37425899505615234,0.385882169008255,0.7127071022987366,-0.054393794387578964,0.9868265390396118,0.3682088851928711,0.9038029313087463,0.3426969051361084,0.5977139472961426,0.36549434065818787,0.9182623624801636,0.053218770772218704,0.9894952178001404,0.35502684116363525,0.93398118019104,0.35224220156669617,0.5715638399124146,0.35065242648124695,0.9506795406341553,0.05962438881397247,0.9736940860748291,0.4145298898220062,0.9448201060295105,0.3116641640663147,0.7673347592353821,0.41141489148139954,0.9597350358963013,-0.009832297451794147,0.9853044152259827
down_rh_start,0.5013874769210815,0.3130010664463043,-0.07896184921264648,0.9941369295120239,0.5022303462028503,0.2913810908794403,-0.06704200804233551,0.9949827194213867,0.5015090107917786,0.28962862491607666,-0.06714757531881332,0.995262622833252,0.5007359385490417,0.2879156768321991,-0.06723982095718384,0.996109664440155,0.5013401508331299,0.2913067042827606,-0.10494004935026169,0.995572566986084,0.49993443489074707,0.28963783383369446,-0.1050150915980339,0.9954272508621216,0.49851691722869873,0.28814125061035156,-0.10511431843042374,0.9964631199836731,0.48604536056518555,0.2779567241668701,-0.0016709849005565047,0.9892652034759521,0.4847205877304077,0.279584139585495,-0.17147211730480194,0.9951334595680237,0.4932268559932709,0.323840856552124,-0.049991946667432785,0.9935560822486877,0.4912932813167572,0.3232879340648651,-0.09953152388334274,0.9961285591125488,0.43414106965065,0.3438856303691864,0.12400301545858383,0.9954826831817627,0.4327660799026489,0.351907342672348,-0.2557814419269562,0.9997504353523254,0.4210706949234009,0.463927686214447,0.1654619574546814,0.035255223512649536,0.42370525002479553,0.48018544912338257,-0.2625504732131958,0.9297561645507812,0.4282940626144409,0.5852829217910767,0.08585401624441147,0.03883669152855873,0.43760621547698975,0.6109796166419983,-0.14644105732440948,0.6918090581893921,0.4352322518825531,0.6223493218421936,0.08562128990888596,0.0454031266272068,0.44384217262268066,0.6353703737258911,-0.16700641810894012,0.6602845191955566,0.4378558099269867,0.6210408806800842,0.05801975354552269,0.049992915242910385,0.4462908208370209,0.6314153075218201,-0.15651854872703552,0.6481425762176514,0.4348073899745941,0.6016129851341248,0.07003370672464371,0.05568248778581619,0.4413013756275177,0.6231352686882019,-0.13876985013484955,0.5629605054855347,0.3440253734588623,0.5359824895858765,0.12062831968069077,0.9955516457557678,0.3351324498653412,0.542046844959259,-0.12044670432806015,0.9982056617736816,0.38502225279808044,0.6958035826683044,0.22849547863006592,0.3774924874305725,0.38489189743995667,0.7111313343048096,-0.05521975830197334,0.9890959858894348,0.3706332743167877,0.901573657989502,0.36512815952301025,0.6039743423461914,0.36533334851264954,0.9215578436851501,0.05133235082030296,0.990359902381897,0.35768046975135803,0.9325589537620544,0.3757362365722656,0.5655829906463623,0.3516824543476105,0.9520749449729919,0.05780055746436119,0.9715956449508667,0.4148957431316376,0.9419143199920654,0.33795130252838135,0.7695567011833191,0.41069722175598145,0.9565316438674927,-0.013154244981706142,0.9861463904380798
down_rh_start,0.49823006987571716,0.31856194138526917,-0.08174166828393936,0.994251012802124,0.5003907680511475,0.2985445261001587,-0.06980413943529129,0.9948892593383789,0.4998573064804077,0.29684436321258545,-0.06991613656282425,0.9951978325843811,0.49928250908851624,0.29504451155662537,-0.07001134008169174,0.995988667011261,0.4990759789943695,0.29776865243911743,-0.10815980285406113,0.995577335357666,0.49752485752105713,0.2956409454345703,-0.10823329538106918,0.9954813718795776,0.49595776200294495,0.2935637831687927,-0.1083272323012352,0.9964979887008667,0.48496636748313904,0.2822590172290802,-0.005122571252286434,0.9885298609733582,0.4822922945022583,0.2833395302295685,-0.17694878578186035,0.9952210783958435,0.48980483412742615,0.3282708525657654,-0.0530400313436985,0.9932546019554138,0.48725447058677673,0.3268578350543976,-0.10314315557479858,0.9960414171218872,0.4348895847797394,0.34241172671318054,0.11833303421735764,0.9964746832847595,0.4293226897716522,0.354767382144928,-0.2592317759990692,0.9997690320014954,0.4184398949146271,0.4570510685443878,0.16361014544963837,0.03722513094544411,0.4220099449157715,0.4887278079986572,-0.2686324417591095,0.9517949819564819,0.4278445243835449,0.5823421478271484,0.08190518617630005,0.03973338380455971,0.4377985894680023,0.6138980984687805,-0.15184824168682098,0.7438470125198364,0.43011221289634705,0.6162580847740173,0.0800844132900238,0.046261511743068695,0.4420059025287628,0.6378279328346252,-0.1721845120191574,0.7047860622406006,0.43672099709510803,0.6038886308670044,0.053263645619153976,0.05138606205582619,0.4448312819004059,0.6337703466415405,-0.16365621984004974,0.6979900598526001,0.4342000186443329,0.6000382304191589,0.0661674439907074,0.056244608014822006,0.4410811960697174,0.6254392266273499,-0.14484429359436035,0.609761118888855,0.3455009460449219,0.5366451144218445,0.11952045559883118,0.9947797060012817,0.33435139060020447,0.5421708226203918,-0.11934652924537659,0.9977327585220337,0.38459864258766174,0.6959521174430847,0.22770601511001587,0.3948766589164734,0.38544130325317383,0.7109345197677612,-0.05424036458134651,0.9881922602653503,0.37053582072257996,0.9002763032913208,0.3629068434238434,0.6279768943786621,0.3661535978317261,0.9185801148414612,0.0523369163274765,0.9896685481071472,0.35697945952415466,0.9306619167327881,0.3730577528476715,0.5719453692436218,0.3515627086162567,0.9494543671607971,0.05862359330058098,0.9690718650817871,0.41557368636131287,0.9441974759101868,0.3340720236301422,0.7889536619186401,0.4112485945224762,0.957534670829773,-0.01205389853566885,0.9856665730476379
down_rh_start,0.49825868010520935,0.3183654546737671,-0.07566410303115845,0.9947414398193359,0.500855028629303,0.29797348380088806,-0.0641292929649353,0.9951931238174438,0.5003029108047485,0.29609256982803345,-0.06423138827085495,0.9956158399581909,0.49973058700561523,0.2942158281803131,-0.06431608647108078,0.9962083101272583,0.499896377325058,0.2977626323699951,-0.10216507315635681,0.9957206845283508,0.4985361099243164,0.2957906126976013,-0.10224121063947678,0.9958239793777466,0.4971729516983032,0.2938944697380066,-0.10233724862337112,0.9967053532600403,0.48570623993873596,0.2804488241672516,3.469363582553342e-05,0.9894874095916748,0.48418089747428894,0.2825244963169098,-0.17034630477428436,0.9956308603286743,0.48925986886024475,0.32773512601852417,-0.04703310504555702,0.9935933947563171,0.4871736466884613,0.32672449946403503,-0.09671538323163986,0.9963521957397461,0.43338143825531006,0.3428229093551636,0.12565426528453827,0.9964339733123779,0.43086710572242737,0.3510912358760834,-0.25456559658050537,0.999808132648468,0.418626070022583,0.45754000544548035,0.16676874458789825,0.03772394731640816,0.42319855093955994,0.4814927875995636,-0.26305291056632996,0.9441646337509155,0.4280746877193451,0.5812360048294067,0.084425188601017,0.04217025637626648,0.437406986951828,0.6111211180686951,-0.14485758543014526,0.7340446710586548,0.43466630578041077,0.6171271800994873,0.08328822255134583,0.04862944781780243,0.44307947158813477,0.6339277625083923,-0.16463062167167664,0.6984661221504211,0.440160870552063,0.6082736849784851,0.056353162974119186,0.05383278429508209,0.44522348046302795,0.6305596828460693,-0.1547054499387741,0.6888192892074585,0.4334402084350586,0.6000357866287231,0.06864453107118607,0.05857022851705551,0.442121297121048,0.623218834400177,-0.13721100986003876,0.6035794019699097,0.34400877356529236,0.5358073115348816,0.12030411511659622,0.9945225715637207,0.3351117670536041,0.5431584119796753,-0.12011918425559998,0.9977506995201111,0.3841373920440674,0.696881115436554,0.22186802327632904,0.38784635066986084,0.38507187366485596,0.7121121287345886,-0.05531255528330803,0.9884428381919861,0.3695579469203949,0.9029731750488281,0.35237428545951843,0.6188345551490784,0.36582711338996887,0.919373095035553,0.047174256294965744,0.9902993440628052,0.35717353224754333,0.9316259026527405,0.3621504008769989,0.578770101070404,0.3518870174884796,0.9498853087425232,0.053117185831069946,0.9722192287445068,0.41543635725975037,0.9440653324127197,0.32420235872268677,0.7832289934158325,0.4106241464614868,0.9576647281646729,-0.016093652695417404,0.9862774014472961
down_rh_start,0.4977637231349945,0.31922152638435364,-0.07584146410226822,0.9959121942520142,0.5006003379821777,0.2988213300704956,-0.06361237913370132,0.9962719678878784,0.5001249313354492,0.296921044588089,-0.06371819227933884,0.9965730905532837,0.49964356422424316,0.2949974238872528,-0.06380429118871689,0.9971011281013489,0.4994494915008545,0.2985469102859497,-0.10248777270317078,0.9967001080513,0.49801158905029297,0.29652050137519836,-0.10255908966064453,0.9966920614242554,0.49658307433128357,0.2945605218410492,-0.10265205055475235,0.9973645806312561,0.48608994483947754,0.2814096510410309,0.0011803024681285024,0.9913741946220398,0.4837224781513214,0.2834320068359375,-0.17334823310375214,0.9963147044181824,0.48898646235466003,0.32825905084609985,-0.04708380624651909,0.9949085116386414,0.48651447892189026,0.3270338773727417,-0.09798269718885422,0.9971029162406921,0.4332819879055023,0.3440394103527069,0.12514464557170868,0.9972735047340393,0.42981207370758057,0.35121437907218933,-0.2579573392868042,0.9998263716697693,0.41667938232421875,0.45880240201950073,0.17010895907878876,0.04145776107907295,0.41957759857177734,0.48173996806144714,-0.27146169543266296,0.9591329097747803,0.42287805676460266,0.5792586803436279,0.08692964166402817,0.0496751107275486,0.4374312460422516,0.6134963035583496,-0.15988752245903015,0.7769086956977844,0.4227403402328491,0.6145153045654297,0.0849941149353981,0.05698380619287491,0.4428305923938751,0.6373040080070496,-0.18119966983795166,0.7398461103439331,0.42510756850242615,0.613390326499939,0.05777359381318092,0.06289876252412796,0.4450785219669342,0.6343381404876709,-0.17193631827831268,0.7327038049697876,0.4295836389064789,0.5972016453742981,0.07104599475860596,0.06753838807344437,0.44131651520729065,0.6256533265113831,-0.15258941054344177,0.6430581212043762,0.3447592556476593,0.5365316271781921,0.12203452736139297,0.9959931373596191,0.33509644865989685,0.5434126853942871,-0.12187091261148453,0.998344898223877,0.3837704360485077,0.694882869720459,0.23124690353870392,0.4249950349330902,0.3854703903198242,0.7113420963287354,-0.05964096263051033,0.9909541010856628,0.3690091073513031,0.8989705443382263,0.3686326742172241,0.6584869623184204,0.3656275272369385,0.9185494184494019,0.04185478761792183,0.992213785648346,0.35557612776756287,0.9303323030471802,0.3790415823459625,0.6014251708984375,0.3510383069515228,0.9502928256988525,0.04752906784415245,0.9750955700874329,0.4144608974456787,0.9431845545768738,0.34084734320640564,0.8142717480659485,0.41162529587745667,0.9586199522018433,-0.023740483447909355,0.9890550374984741
down_rh_start,0.49936723709106445,0.3172109127044678,-0.07808101922273636,0.9948310256004333,0.5016614198684692,0.29722100496292114,-0.06606850028038025,0.9955885410308838,0.5010523796081543,0.295421838760376,-0.0661739781498909,0.9959065914154053,0.500403642654419,0.2936118543148041,-0.06626397371292114,0.9965642094612122,0.5007274746894836,0.2969015836715698,-0.10442578792572021,0.9959903359413147,0.4993525743484497,0.2949332892894745,-0.10449976474046707,0.9958916902542114,0.497964471578598,0.29304710030555725,-0.10459592193365097,0.9967723488807678,0.48600420355796814,0.2802719473838806,-0.0015562103362753987,0.9899777173995972,0.48472800850868225,0.28231486678123474,-0.1737794131040573,0.9955222606658936,0.4903455674648285,0.3270985782146454,-0.04941593483090401,0.9937531352043152,0.48831692337989807,0.32613933086395264,-0.09961298853158951,0.9963249564170837,0.4326435327529907,0.34202316403388977,0.12272912263870239,0.9967069029808044,0.4305365979671478,0.3509608507156372,-0.25768887996673584,0.9997918009757996,0.417301744222641,0.45705822110176086,0.16505280137062073,0.03340858966112137,0.42000094056129456,0.482651948928833,-0.2657967805862427,0.9388627409934998,0.4265385568141937,0.5830074548721313,0.08372395485639572,0.039327412843704224,0.436879426240921,0.614432156085968,-0.1449187695980072,0.6895632147789001,0.42655453085899353,0.6175621747970581,0.0821036547422409,0.045918744057416916,0.44279131293296814,0.6391112208366394,-0.164351224899292,0.6537717580795288,0.4349813759326935,0.6082082390785217,0.05549866333603859,0.05092384293675423,0.4455348551273346,0.635404109954834,-0.1549362689256668,0.6453180313110352,0.4335911273956299,0.6018794178962708,0.06805014610290527,0.05519777908921242,0.4415757656097412,0.6277114152908325,-0.1374245434999466,0.5566309094429016,0.34443607926368713,0.5371915102005005,0.12129265069961548,0.9956114888191223,0.3352196216583252,0.5450818538665771,-0.12113281339406967,0.9981843829154968,0.38494351506233215,0.6955702304840088,0.23360098898410797,0.38136792182922363,0.38555875420570374,0.7118600010871887,-0.05188038572669029,0.9878788590431213,0.37022724747657776,0.8998515605926514,0.37140750885009766,0.6168752312660217,0.3659776747226715,0.9193544983863831,0.056641798466444016,0.9898645281791687,0.3567406237125397,0.9304397702217102,0.3820003271102905,0.5648151636123657,0.35120296478271484,0.9501507878303528,0.06317592412233353,0.9694366455078125,0.4160928726196289,0.943369448184967,0.3448777198791504,0.7875688076019287,0.41170644760131836,0.9577755331993103,-0.006080431863665581,0.9861882328987122
down_rh_start,0.5009021759033203,0.31310155987739563,-0.08141811192035675,0.9932233095169067,0.5019047856330872,0.2930544912815094,-0.06928528845310211,0.9942210912704468,0.5012102127075195,0.2914413511753082,-0.06939282268285751,0.9946106672286987,0.5004716515541077,0.28986361622810364,-0.06948594748973846,0.9955651164054871,0.5009942054748535,0.2927182912826538,-0.10726657509803772,0.9949880838394165,0.49958446621894836,0.2909259796142578,-0.10734435170888901,0.9948916435241699,0.4981595575809479,0.2892310917377472,-0.10744339972734451,0.9960476756095886,0.4856070280075073,0.2784605920314789,-0.003381638787686825,0.9877134561538696,0.484582781791687,0.2801106870174408,-0.17344357073307037,0.9944900274276733,0.4924077093601227,0.3243519067764282,-0.05236518010497093,0.9924680590629578,0.49051427841186523,0.3234763741493225,-0.10196616500616074,0.9955311417579651,0.43405237793922424,0.3433600068092346,0.12118109315633774,0.994851291179657,0.43113455176353455,0.35099178552627563,-0.2565525770187378,0.9997087121009827,0.4221913516521454,0.46261125802993774,0.1600988656282425,0.034585971385240555,0.42135000228881836,0.48421815037727356,-0.26230040192604065,0.9167429804801941,0.4315403401851654,0.5879308581352234,0.08054715394973755,0.03356320410966873,0.437570720911026,0.6164597272872925,-0.14488811790943146,0.6379820704460144,0.43712830543518066,0.6200634241104126,0.07995899766683578,0.03892836347222328,0.4441489279270172,0.6393905878067017,-0.16484397649765015,0.6116901636123657,0.44154253602027893,0.610379695892334,0.05366165563464165,0.04294278100132942,0.4469998776912689,0.6356760859489441,-0.15476351976394653,0.5990748405456543,0.43411287665367126,0.6026918888092041,0.06518916040658951,0.04795350879430771,0.44205179810523987,0.6277814507484436,-0.1373557448387146,0.513001561164856,0.3446206748485565,0.5364545583724976,0.1195928081870079,0.9946926236152649,0.3345262110233307,0.5439029932022095,-0.11940004676580429,0.9979771971702576,0.3854624927043915,0.6962006092071533,0.2319125384092331,0.3847242593765259,0.3854154646396637,0.7128733396530151,-0.05541258677840233,0.9892908930778503,0.3702448606491089,0.9016377925872803,0.3699272572994232,0.6123225688934326,0.3658096492290497,0.9210484027862549,0.04780777171254158,0.9905418753623962,0.3577798306941986,0.9310325384140015,0.3806484043598175,0.5716013312339783,0.3518054187297821,0.9507453441619873,0.05375721678137779,0.9721198678016663,0.4166753590106964,0.9420411586761475,0.3417337238788605,0.7746203541755676,0.4118601083755493,0.958315372467041,-0.01942048780620098,0.9861424565315247
down_rh_start,0.4994410574436188,0.3136829733848572,-0.07977398484945297,0.9922336339950562,0.5011067986488342,0.2938244342803955,-0.0679306760430336,0.9933316111564636,0.5005455017089844,0.2922329008579254,-0.06803996115922928,0.9935769438743591,0.49997273087501526,0.2906501591205597,-0.0681358277797699,0.9948667287826538,0.5001015067100525,0.29330673813819885,-0.10564636439085007,0.994248628616333,0.49871382117271423,0.29142051935195923,-0.10572075843811035,0.9939822554588318,0.4973336160182953,0.2896645665168762,-0.10582228749990463,0.9954766631126404,0.48561152815818787,0.27872541546821594,-0.0027281197253614664,0.9856653213500977,0.48397722840309143,0.2803489863872528,-0.1716184765100479,0.9935778379440308,0.4911491870880127,0.324687123298645,-0.05095293000340462,0.9916149377822876,0.48912426829338074,0.32366153597831726,-0.10022441297769547,0.9950929880142212,0.4346722662448883,0.3444468080997467,0.12009259313344955,0.9938898086547852,0.43101635575294495,0.35011836886405945,-0.2532539963722229,0.9996422529220581,0.42271074652671814,0.462633341550827,0.15962587296962738,0.03556674346327782,0.41997650265693665,0.4826752245426178,-0.26223665475845337,0.9105919599533081,0.4315953254699707,0.5873714685440063,0.08261345326900482,0.0342959426343441,0.43769967555999756,0.6162881255149841,-0.1496237814426422,0.6404266357421875,0.44113650918006897,0.6214234828948975,0.08249936997890472,0.04012836143374443,0.444393128156662,0.638034462928772,-0.16983501613140106,0.6156913638114929,0.44212737679481506,0.6096985340118408,0.05606657266616821,0.04398133233189583,0.4472549855709076,0.6340007185935974,-0.15950021147727966,0.6002969741821289,0.43762293457984924,0.6056792140007019,0.06734547019004822,0.04946032166481018,0.4428001344203949,0.6271553039550781,-0.1421446055173874,0.5137184262275696,0.3450359106063843,0.536652147769928,0.11794120073318481,0.9943460822105408,0.33422887325286865,0.5425664782524109,-0.11776336282491684,0.9978107810020447,0.38583889603614807,0.6960835456848145,0.22616584599018097,0.41981956362724304,0.38520142436027527,0.7109174132347107,-0.05993632599711418,0.9907438158988953,0.3708071708679199,0.9011967778205872,0.3598112165927887,0.6468366384506226,0.3655909597873688,0.9189207553863525,0.04165187478065491,0.9916340112686157,0.3584698736667633,0.9302144050598145,0.37003087997436523,0.6039213538169861,0.35189366340637207,0.9492740035057068,0.04756585881114006,0.9739474058151245,0.41628775000572205,0.9414646029472351,0.33075135946273804,0.7911362648010254,0.4109845459461212,0.956911027431488,-0.024905728176236153,0.9872755408287048
down_rh_start,0.5005494356155396,0.3100992441177368,-0.06897705048322678,0.9979625940322876,0.5012611150741577,0.288694828748703,-0.056781966239213943,0.9980465173721313,0.5005884766578674,0.28702664375305176,-0.05687396600842476,0.9981514811515808,0.4998634159564972,0.2854376435279846,-0.05694953724741936,0.9984307885169983,0.5001640915870667,0.28842031955718994,-0.09701132774353027,0.9986336827278137,0.49866732954978943,0.28675127029418945,-0.09709485620260239,0.9986968636512756,0.49714386463165283,0.28526026010513306,-0.09719100594520569,0.9990264177322388,0.48504242300987244,0.27561667561531067,0.00959665048867464,0.9958630800247192,0.48313888907432556,0.27697280049324036,-0.17074613273143768,0.9987635612487793,0.49235379695892334,0.3211652636528015,-0.03976747766137123,0.9971238970756531,0.4902120530605316,0.3203467130661011,-0.09232596307992935,0.9986520409584045,0.43601927161216736,0.342245489358902,0.134102463722229,0.9968127608299255,0.4312099516391754,0.3485438823699951,-0.25650492310523987,0.9998440742492676,0.4274684488773346,0.450239360332489,0.1871766895055771,0.033467359840869904,0.4188728630542755,0.48028433322906494,-0.2661864757537842,0.9489025473594666,0.43370476365089417,0.5539678931236267,0.11547676473855972,0.0278527420014143,0.435753732919693,0.6097195744514465,-0.14505481719970703,0.6681389808654785,0.4446111023426056,0.5347761511802673,0.11489677429199219,0.03166190907359123,0.44370266795158386,0.6321125626564026,-0.16412752866744995,0.627562940120697,0.44781312346458435,0.5277968049049377,0.09127601981163025,0.034842558205127716,0.4467698633670807,0.6287263035774231,-0.15575481951236725,0.617828905582428,0.44763708114624023,0.5221617221832275,0.10110918432474136,0.03673570230603218,0.4408501386642456,0.6209673881530762,-0.13768452405929565,0.5271357297897339,0.34513774514198303,0.5355843305587769,0.12183806300163269,0.9939669370651245,0.33514130115509033,0.5413512587547302,-0.12160170823335648,0.9973026514053345,0.386226087808609,0.6983996629714966,0.21491889655590057,0.4380594789981842,0.38521745800971985,0.71150803565979,-0.059662122279405594,0.9893013834953308,0.3701647222042084,0.901269793510437,0.33145079016685486,0.6453137993812561,0.3655436933040619,0.9192230701446533,0.04226841405034065,0.9898721575737,0.35748374462127686,0.9312772154808044,0.33981168270111084,0.6094080805778503,0.3515092432498932,0.9507350921630859,0.048245806246995926,0.9727188944816589,0.41679248213768005,0.9416028261184692,0.29964521527290344,0.8082398772239685,0.41232752799987793,0.9587801694869995,-0.022733191028237343,0.9859218001365662
down_rh_start,0.4994950592517853,0.31141388416290283,-0.08089292049407959,0.9950997233390808,0.5009052753448486,0.2902275323867798,-0.06842873990535736,0.995827853679657,0.5003135800361633,0.28849735856056213,-0.0685323104262352,0.9959896206855774,0.49968767166137695,0.2867775559425354,-0.06862079352140427,0.9967650175094604,0.499860554933548,0.2898072600364685,-0.10665931552648544,0.9963151812553406,0.4984445571899414,0.28790220618247986,-0.10673274844884872,0.99607253074646,0.4970313608646393,0.28612372279167175,-0.10682705789804459,0.9970341920852661,0.48532187938690186,0.2759382128715515,-0.0024260205682367086,0.9906474947929382,0.4834858477115631,0.27695056796073914,-0.17397542297840118,0.9957205653190613,0.49101272225379944,0.32196658849716187,-0.05194386839866638,0.9943172335624695,0.4889167845249176,0.32113397121429443,-0.10195673257112503,0.9966964721679688,0.43382009863853455,0.34389618039131165,0.12155868858098984,0.9957355260848999,0.4298135042190552,0.3494267761707306,-0.25845998525619507,0.999738872051239,0.41911041736602783,0.45988696813583374,0.16220463812351227,0.03736434504389763,0.41737744212150574,0.48234209418296814,-0.2666469216346741,0.9301798343658447,0.4277418553829193,0.5844188928604126,0.08149724453687668,0.03889225795865059,0.4341793954372406,0.6124385595321655,-0.14748172461986542,0.6596252918243408,0.4397605359554291,0.6044439673423767,0.08021374046802521,0.045368995517492294,0.4434022009372711,0.6324588060379028,-0.1673469990491867,0.6258518695831299,0.4432956278324127,0.6097214818000793,0.0536087341606617,0.049798328429460526,0.4465669095516205,0.6299731731414795,-0.15829969942569733,0.6136402487754822,0.4344511926174164,0.603438138961792,0.06588176637887955,0.05518897622823715,0.43986043334007263,0.6229791045188904,-0.1402754932641983,0.5272468328475952,0.3449110984802246,0.5364812612533569,0.12129919975996017,0.996073842048645,0.3322461247444153,0.5407882928848267,-0.12113244086503983,0.9983958601951599,0.3874620497226715,0.69199538230896,0.22857427597045898,0.45864585041999817,0.38497376441955566,0.7089429497718811,-0.05926484987139702,0.9917985200881958,0.37122097611427307,0.8972362279891968,0.36423978209495544,0.6897844672203064,0.3648499548435211,0.9158464074134827,0.04735935106873512,0.9931545257568359,0.3588221073150635,0.9259108304977417,0.3744545876979828,0.6289057731628418,0.35124197602272034,0.9469281435012817,0.05364913120865822,0.9756067395210266,0.4168687164783478,0.9383572340011597,0.3358401358127594,0.8257452249526978,0.4101766347885132,0.9549335241317749,-0.018673153594136238,0.9898126721382141
